City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
368,narsaq,60.9167,-46.05,28.62,84,100,10.02,GL,1677633649
369,almunecar,36.7339,-3.6907,49.96,45,0,5.77,ES,1677633625
370,charters towers,-20.1,146.2667,84.9,40,84,7.25,AU,1677633660
371,akhalgori,42.126,44.4833,39.29,69,42,5.12,GE,1677633665
372,pangnirtung,66.1451,-65.7125,-34.44,80,7,5.17,CA,1677633670
373,marau,-28.4492,-52.2,67.87,77,14,4.85,BR,1677633466
374,koindu,8.4386,-10.3253,71.2,92,10,2.95,GN,1677633681
375,diego de almagro,-26.3667,-70.05,66.85,56,0,3.22,CL,1677633687
376,chubbuck,42.9208,-112.4661,28.29,63,20,17.27,US,1677633692
377,sao felix do xingu,-6.6447,-51.995,73.29,95,100,1.72,BR,1677633698
378,samarai,-10.6167,150.6667,82.27,73,55,19.86,PG,1677633703
379,ust-maya,60.4167,134.5333,-3.08,95,100,2.39,RU,1677633708
380,fougamou,-1.2154,10.5838,72.21,98,99,2.44,GA,1677633444
381,anqing,30.5092,117.0506,55.76,59,99,2.71,CN,1677633712
382,komsomolskiy,40.4272,71.7189,34.52,86,0,4.61,UZ,1677633724
383,tual,-5.6667,132.75,81.72,77,100,11.72,ID,1677633729
384,anchorage,61.2181,-149.9003,28.94,84,100,16.11,US,1677633472
385,ngama,11.7833,17.1667,77.65,11,9,8.52,TD,1677633745
386,nisia floresta,-6.0911,-35.2086,77.38,82,16,6.69,BR,1677633537
387,prachuap khiri khan,12.2167,99.75,75.27,49,93,3.27,TH,1677633756
388,kangaatsiaq,68.3065,-53.4641,3.15,95,100,9.46,GL,1677633761
389,tianpeng,30.9866,103.9393,56.71,60,100,4.97,CN,1677633766
390,nouadhibou,20.931,-17.0347,66.18,77,0,16.11,MR,1677633772
391,lata,40.1629,-8.3327,36.07,63,0,3.76,PT,1677633777
392,nizhniy ingash,56.2,96.53,37.18,66,100,16.28,RU,1677633782
393,puerto suarez,-18.95,-57.8,76.95,82,67,3.74,BO,1677633788
394,ambon,-3.6954,128.1814,89.74,58,20,8.05,ID,1677633793
395,northam,51.0333,-4.2167,44.62,79,100,15.32,GB,1677633799
396,cacule,-14.5033,-42.2222,70.56,80,88,4.83,BR,1677633804
397,union,40.6334,-74.2663,38.16,92,40,5.75,US,1677633547
398,cervo,43.6702,-7.4101,45.97,66,95,14.23,ES,1677633759
399,redlands,34.0556,-117.1825,52.32,70,75,4.61,US,1677633825
400,bud,39.447,-86.1758,48.16,80,0,8.66,US,1677633830
401,cidreira,-30.1811,-50.2056,74.86,87,0,18.88,BR,1677633835
402,sulangan,11.1373,123.7228,80.26,81,23,14.9,PH,1677633841
403,morgan city,29.6994,-91.2068,73.0,91,93,5.84,US,1677633821
404,menongue,-14.6585,17.691,61.2,94,94,5.14,AO,1677633851
405,revda,56.801,59.9303,16.93,91,99,9.51,RU,1677633856
406,luderitz,-26.6481,15.1594,61.32,88,0,15.57,NA,1677633862
407,bilma,18.6853,12.9164,76.23,13,92,1.83,NE,1677633867
408,kisangani,0.5167,25.2,68.68,96,100,2.42,CD,1677633873
409,alyangula,-13.8483,136.4192,83.44,76,91,16.8,AU,1677633878
410,acajutla,13.5928,-89.8275,77.47,76,0,3.98,SV,1677633883
411,presidente olegario,-18.4178,-46.4181,68.07,69,23,4.85,BR,1677633888
412,chase,50.8165,-119.6857,36.09,93,100,1.7,CA,1677633894
413,isangel,-19.55,169.2667,78.57,92,100,34.94,VU,1677633899
414,port macquarie,-31.4333,152.9167,87.89,53,83,5.32,AU,1677633904
415,san patricio,28.017,-97.5169,75.54,85,75,12.41,US,1677633910
416,san quintin,30.4833,-115.95,56.01,73,100,15.48,MX,1677633915
417,paragould,36.0584,-90.4973,66.85,51,5,10.27,US,1677633801
418,kayerkan,69.3497,87.7602,8.53,71,100,7.56,RU,1677633926
419,doha,25.2867,51.5333,69.78,60,0,16.11,QA,1677633891
420,irece,-11.3042,-41.8558,73.8,53,91,9.22,BR,1677633936
421,sistranda,63.7256,8.834,40.96,85,100,19.57,NO,1677633942
422,pisco,-13.7,-76.2167,71.65,78,0,13.8,PE,1677633947
423,taksimo,56.3444,114.8794,-2.54,81,61,1.5,RU,1677633952
424,safaga,26.7292,33.9365,73.0,38,0,3.42,EG,1677633958
425,solnechnyy,50.7214,136.6319,15.89,83,99,3.36,RU,1677633963
426,praia,14.9215,-23.5087,69.55,80,15,12.71,CV,1677633968
427,burns lake,54.2331,-125.7533,24.22,89,67,1.28,CA,1677633974
428,port blair,11.6667,92.75,75.24,88,20,0.0,IN,1677633790
429,vostok,46.4856,135.8833,16.75,78,50,5.03,RU,1677633989
430,iskateley,67.6803,53.1512,1.11,94,99,10.16,RU,1677633995
431,axim,4.8699,-2.2405,79.92,87,85,6.33,GH,1677634000
432,ouadda,8.0777,22.4007,72.46,34,95,3.11,CF,1677634005
433,marabba,12.35,32.1833,79.81,16,4,13.73,SD,1677634010
434,longyearbyen,78.2186,15.6401,10.24,72,40,8.05,SJ,1677634016
435,haines junction,60.7522,-137.5108,-4.05,59,100,3.44,CA,1677634021
436,anito,12.4497,125.2886,77.86,91,99,13.67,PH,1677634027
437,lisala,2.15,21.5167,68.45,86,48,2.77,CD,1677634032
438,gamba,-2.65,10.0,75.45,90,100,4.76,GA,1677634037
439,anadyr,64.75,177.4833,-16.01,75,20,11.18,RU,1677634043
440,lompoc,34.6391,-120.4579,51.01,82,100,17.0,US,1677634048
441,dunedin,-45.8742,170.5036,64.8,75,33,7.0,NZ,1677634053
442,montepuez,-13.1256,38.9997,68.43,99,100,3.36,MZ,1677634059
443,kaeo,-35.1,173.7833,72.86,55,0,5.77,NZ,1677634069
444,benguela,-12.5763,13.4055,78.17,78,100,2.39,AO,1677634074
445,ostersund,63.1792,14.6357,35.62,100,75,13.8,SE,1677634080
446,canita,9.2097,-78.8811,74.53,91,28,9.19,PA,1677634085
447,oranjemund,-28.55,16.4333,62.69,90,89,10.33,NA,1677634091
448,desaguadero,-16.5656,-69.0417,49.12,71,11,9.01,PE,1677634096
449,college,64.8569,-147.8028,12.07,81,100,8.05,US,1677634101
450,coquimbo,-29.9533,-71.3436,60.53,88,0,5.75,CL,1677634107
451,port-gentil,-0.7193,8.7815,79.41,80,100,7.92,GA,1677634112
452,abalak,58.1286,68.5944,23.02,92,100,11.65,RU,1677634117
453,fort morgan,40.2503,-103.8,35.28,44,20,25.32,US,1677634123
454,waitara,-38.925,174.25,68.99,59,0,12.1,NZ,1677634133
455,vangaindrano,-23.35,47.6,72.25,92,89,4.27,MG,1677634143
456,abrau-dyurso,44.69,37.59,31.46,82,100,8.57,RU,1677634149
457,moose factory,51.2585,-80.6094,23.0,86,100,14.97,CA,1677634154
458,aswan,24.0934,32.907,65.5,24,0,4.61,EG,1677634160
459,kuytun,54.3419,101.5036,12.02,86,100,9.84,RU,1677634170
460,san miguel,13.4833,-88.1833,75.34,73,0,3.49,SV,1677634175
461,baoshan,46.5586,131.4244,22.98,59,100,1.32,CN,1677634181
462,luganville,-15.5333,167.1667,81.82,87,100,8.16,VU,1677634186
463,ulladulla,-35.35,150.4667,67.98,85,100,15.68,AU,1677634191
464,moron,-34.6534,-58.6198,85.96,58,20,7.56,AR,1677634202
465,bafoulabe,13.8065,-10.8321,81.59,15,0,5.59,ML,1677634207
466,mount isa,-20.7333,139.5,87.57,51,40,9.22,AU,1677634213
467,shubarkuduk,49.1447,56.4872,32.61,98,100,11.01,KZ,1677634218
468,arcos,-20.2819,-45.5394,69.87,77,4,4.14,BR,1677634009
469,salinas,36.6777,-121.6555,51.64,87,100,9.22,US,1677634169
470,palasa,18.7667,84.4167,76.3,33,0,3.33,IN,1677634233
471,bulgan,48.8125,103.5347,21.25,52,10,3.24,MN,1677634244
472,varnavino,57.4035,45.0916,16.66,93,100,8.68,RU,1677634249
473,comodoro rivadavia,-45.8667,-67.5,71.46,26,0,20.71,AR,1677634033
474,plettenberg bay,-34.0527,23.3716,66.88,95,100,2.06,ZA,1677634259
475,cayenne,4.9333,-52.3333,78.84,94,75,5.75,GF,1677634265
476,ust-ishim,57.6935,71.1665,28.42,84,100,13.11,RU,1677634270
477,vagay,57.9375,69.0217,23.31,91,100,10.65,RU,1677634276
478,fujin,47.26,132.0322,20.35,72,19,9.55,CN,1677634281
479,laguna,38.421,-121.4238,48.29,92,100,10.36,US,1677634287
480,mackay,-21.15,149.2,87.67,67,0,5.68,AU,1677634266
481,darnah,32.767,22.6367,61.66,64,12,4.68,LY,1677634297
482,puerto del rosario,28.5004,-13.8627,64.15,82,75,6.91,ES,1677634303
483,surt,31.2089,16.5887,61.23,80,8,10.27,LY,1677634308
484,igarka,67.4667,86.5833,11.66,92,100,15.64,RU,1677634313
485,kita,13.0349,-9.4895,76.53,17,0,5.1,ML,1677634319
486,douentza,14.9951,-2.9517,75.47,17,9,6.26,ML,1677634325
487,kortkeros,61.8106,51.5806,19.4,95,100,6.67,RU,1677634330
488,tomatlan,19.9333,-105.25,70.29,90,100,0.74,MX,1677634335
489,jinhua,29.1078,119.6547,59.74,64,79,3.06,CN,1677634341
490,cody,44.5263,-109.0565,28.62,44,0,18.41,US,1677634351
491,martapura,-3.4167,114.85,74.01,97,100,1.74,ID,1677634356
492,kjollefjord,70.9457,27.3465,30.25,74,75,24.16,NO,1677634362
493,rio grande,-32.035,-52.0986,75.18,83,86,16.13,BR,1677634367
494,kismayo,-0.3582,42.5454,76.15,83,97,11.36,SO,1677634372
495,quatre cocos,-20.2078,57.7625,75.31,78,10,6.69,MU,1677634378
496,pangkalanbuun,-2.6833,111.6167,74.61,96,100,2.08,ID,1677634383
497,champerico,14.3,-91.9167,79.25,74,6,6.53,GT,1677634388
498,xining,36.6167,101.7667,25.59,68,37,2.28,CN,1677634394
499,gimli,50.6336,-96.9907,12.22,52,91,4.61,CA,1677634399
500,bairiki,1.3292,172.9752,87.8,70,75,9.22,KI,1677634404
501,kharp,66.8014,65.8081,-0.56,97,100,3.85,RU,1677634420
502,alice springs,-23.7,133.8833,85.55,26,100,18.41,AU,1677634425
503,alexandria,31.2156,29.9553,61.34,52,0,6.55,EG,1677634431
504,riachao,-7.3619,-46.6172,74.77,79,92,3.49,BR,1677634436
505,olga,43.7444,135.2892,32.72,44,0,5.97,RU,1677634441
506,fort nelson,58.8053,-122.7002,11.79,67,20,5.75,CA,1677634447
507,tiarei,-17.5333,-149.3333,86.02,81,76,8.97,PF,1677634457
508,coronini,44.68,21.6855,38.17,89,100,5.01,RS,1677634462
509,chino valley,34.7575,-112.4538,43.61,63,100,11.5,US,1677634330
510,sinnamary,5.3833,-52.95,76.66,92,100,10.16,GF,1677634473
511,cologno al serio,45.5821,9.7088,41.83,87,40,2.3,IT,1677634478
512,honningsvag,70.9821,25.9704,29.95,86,100,13.8,NO,1677634484
513,lourdes,43.1,-0.05,33.28,69,100,5.75,FR,1677634489
514,manchester,53.4809,-2.2374,43.48,86,100,11.5,GB,1677634430
515,daugai,54.3667,24.3333,32.09,95,100,10.42,LT,1677634499
516,matara,5.9485,80.5353,76.98,84,99,12.39,LK,1677634505
517,turukhansk,65.8167,87.9833,17.24,93,100,14.61,RU,1677634510
518,mehamn,71.0357,27.8492,30.15,74,75,24.16,NO,1677634516
519,rye,40.9807,-73.6837,38.12,85,75,4.61,US,1677634521
520,belaya kholunitsa,58.84,50.8528,10.85,98,98,5.64,RU,1677634526
521,soyo,-6.1349,12.3689,77.18,87,100,5.66,AO,1677634532
522,ambilobe,-13.2,49.05,71.76,94,66,2.42,MG,1677634537
523,dmanisi,41.5251,44.3472,40.24,53,59,5.17,GE,1677634542
524,mandera,3.9366,41.867,76.51,62,100,9.17,KE,1677634548
525,eyl,7.9803,49.8164,74.23,88,100,8.05,SO,1677634553
526,mezhdurechensk,53.6942,88.0603,27.66,92,100,3.89,RU,1677634558
527,natal,-5.795,-35.2094,77.22,88,20,6.91,BR,1677634366
528,panama city,8.9936,-79.5197,82.35,71,20,12.66,PA,1677634449
529,miles city,46.4083,-105.8406,31.17,86,20,4.61,US,1677634574
530,huai yot,7.7893,99.6348,76.62,77,98,2.42,TH,1677634579
531,iralaya,15.0,-83.2333,76.17,80,0,9.26,HN,1677634585
532,victoria,22.2855,114.1577,69.04,74,0,3.0,HK,1677634374
533,ziarat,30.3823,67.7282,39.52,75,92,4.34,PK,1677634595
534,forestville,38.8451,-76.875,50.86,80,0,8.05,US,1677634600
535,provideniya,64.3833,-173.3,7.02,82,100,17.34,RU,1677634606
536,namtsy,62.7161,129.6658,-20.31,93,55,3.31,RU,1677634611
537,whitehorse,60.7161,-135.0538,3.02,68,100,28.77,CA,1677634597
538,terrace,54.5163,-128.6035,31.91,59,75,5.75,CA,1677634621
539,ugoofaaru,5.6667,73.0,80.38,69,69,9.98,MV,1677634627
540,tucupita,9.0622,-62.051,75.16,80,56,5.01,VE,1677634637
541,thinadhoo,0.5333,72.9333,81.77,68,66,11.83,MV,1677634643
542,port hedland,-20.3167,118.5667,95.05,49,40,10.36,AU,1677634648
543,zgierz,51.8556,19.4062,24.26,83,10,1.14,PL,1677634653
544,deep river,46.1001,-77.4995,29.95,92,44,9.15,CA,1677634659
545,saint-francois,46.4154,3.9054,24.67,86,0,3.44,FR,1677634664
546,kariba,-16.5167,28.8,68.58,89,94,1.95,ZW,1677634674
547,meulaboh,4.1363,96.1285,77.54,82,65,4.38,ID,1677634680
548,cabildo,-38.4842,-61.8954,77.83,63,100,19.42,AR,1677634685
549,la ronge,55.1001,-105.2842,-0.15,65,0,3.44,CA,1677634690
550,tabat,-2.635,115.2274,74.48,97,100,3.49,ID,1677634696
551,asau,46.4333,26.4,32.92,92,51,1.86,RO,1677634701
552,bangangte,5.1409,10.5198,63.0,93,67,4.56,CM,1677634706
553,hervey bay,-25.2986,152.8535,76.98,64,0,5.73,AU,1677634712
554,buraydah,26.326,43.975,59.45,32,12,6.53,SA,1677634717
555,manta,-0.95,-80.7333,82.18,78,40,4.61,EC,1677634710
556,abbeville,50.1,1.8333,30.16,69,33,7.47,FR,1677634489
557,safita,34.8205,36.1153,57.27,40,7,7.61,SY,1677634733
558,isabela,6.7085,121.9711,84.25,67,9,5.06,PH,1677634743
559,conchas,-23.0153,-48.0106,68.58,95,100,7.02,BR,1677634716
560,puerto colombia,10.9878,-74.9547,77.09,86,3,27.76,CO,1677634754
561,mogadishu,2.0371,45.3438,76.14,84,94,12.68,SO,1677634759
562,jeremie,18.65,-74.1167,74.46,79,0,5.3,HT,1677634764
563,charlestown,-32.95,151.6667,90.5,54,100,7.0,AU,1677634659
564,san jose,37.3394,-121.895,52.21,80,75,5.75,US,1677634061
565,wahiawa,21.5028,-158.0236,75.52,73,40,14.97,US,1677634780
566,mongo,12.1844,18.693,77.49,11,97,5.21,TD,1677634791
567,bar harbor,44.3876,-68.2039,29.98,89,100,5.99,US,1677634611
568,la grande,45.3246,-118.0877,32.0,72,100,6.11,US,1677634529
569,ballina,-28.8667,153.5667,89.02,62,0,11.74,AU,1677634806
570,fiche,9.8,38.7333,53.31,68,95,1.7,ET,1677634812
571,auki,-8.7676,160.7034,80.1,87,99,14.36,SB,1677634817
572,rio gallegos,-51.6226,-69.2181,51.85,32,0,19.57,AR,1677634798
573,usinsk,65.9939,57.5281,-3.98,99,92,9.53,RU,1677634828
574,mansa,29.9833,75.3833,56.64,81,63,6.11,IN,1677634833
575,hovd,48.0056,91.6419,10.78,68,1,2.82,MN,1677634843
576,lixourion,38.2019,20.4314,57.58,84,100,5.17,GR,1677634849
577,tak,16.5833,98.8333,55.11,22,4,0.54,TH,1677634854
578,krasnoselkup,65.7,82.4667,24.31,97,100,8.61,RU,1677634859
579,guerrero negro,27.9769,-114.0611,57.36,68,77,20.13,MX,1677634865
580,novikovo,51.1537,37.8879,26.82,87,100,16.4,RU,1677634870
581,tikhvin,59.6451,33.5294,24.22,95,100,9.95,RU,1677634875
582,nowy dwor gdanski,54.2131,19.1177,36.14,90,100,7.14,PL,1677634881
583,opunake,-39.4556,173.8583,69.62,62,0,5.88,NZ,1677634886
584,inhambane,-23.865,35.3833,76.28,93,100,15.39,MZ,1677634891
